credito_id,cliente_id,producto_id,monto_aprobado,saldo_actual,dias_mora,fecha_desembolso
9787,7263,4,6416,2649,90,2025-06-08 23:23:15.242552
9788,9776,10,10851,5856,90,2025-07-18 23:23:15.242552
9789,3849,41,9936,2977,40,2025-04-18 23:23:15.242552
9790,6242,9,10813,6227,0,2026-03-01 23:23:15.242552
9791,6441,31,11596,10956,40,2025-07-14 23:23:15.242552
9792,5848,34,12594,2279,0,2025-07-19 23:23:15.242552
9793,62,15,6123,272,0,2025-07-16 23:23:15.242552
9794,9897,42,17181,14175,0,2025-08-03 23:23:15.242552
9795,3294,46,19839,17793,0,2026-01-05 23:23:15.242552
9796,9304,15,1721,958,10,2025-10-16 23:23:15.242552
9797,7448,15,9612,424,20,2025-04-13 23:23:15.242552
9798,599,25,14854,1235,10,2025-07-03 23:23:15.242552
9799,7406,25,7295,1881,90,2026-02-06 23:23:15.242552
9800,7396,4,16586,8364,0,2025-07-06 23:23:15.242552
9801,5692,12,19342,10107,90,2026-01-13 23:23:15.242552
9802,6098,11,18495,12803,0,2025-03-10 23:23:15.242552
9803,1470,37,13743,10050,0,2025-12-16 23:23:15.242552
9804,2128,36,13677,7230,0,2026-02-05 23:23:15.242552
9805,8034,44,7568,804,0,2025-03-15 23:23:15.242552
9806,758,7,2097,859,0,2025-09-21 23:23:15.242552
9807,4115,38,3132,25,20,2025-11-28 23:23:15.242552
9808,9174,26,4504,1058,10,2025-11-02 23:23:15.242552
9809,4860,20,17339,12144,0,2025-05-16 23:23:15.242552
9810,3118,28,5744,4225,10,2025-03-09 23:23:15.242552
9811,4008,33,3616,2206,0,2026-01-20 23:23:15.242552
9812,8215,36,19167,10616,0,2025-07-30 23:23:15.242552
9813,9291,42,4555,777,10,2025-03-18 23:23:15.242552
9814,508,37,19928,18935,90,2025-05-26 23:23:15.242552
9815,5484,10,9255,4073,90,2025-04-24 23:23:15.242552
9816,8547,8,16748,15574,40,2025-09-04 23:23:15.242552
9817,7083,17,8905,5129,90,2025-12-06 23:23:15.242552
9818,5851,32,17614,11639,20,2025-09-02 23:23:15.242552
9819,158,50,1321,722,90,2025-06-10 23:23:15.242552
9820,133,32,5782,5541,10,2025-12-03 23:23:15.242552
9821,7642,31,2708,1013,40,2025-10-26 23:23:15.242552
9822,9373,43,13205,11265,90,2025-07-09 23:23:15.242552
9823,8782,29,17043,8683,0,2025-09-12 23:23:15.242552
9824,5973,21,4101,2662,0,2026-01-23 23:23:15.242552
9825,9355,41,4689,634,0,2025-11-05 23:23:15.242552
9826,5372,1,5776,862,10,2025-08-19 23:23:15.242552
9827,3608,45,14438,7361,0,2025-06-18 23:23:15.242552
9828,6522,50,8206,7492,40,2025-08-06 23:23:15.242552
9829,2080,31,9930,1265,0,2025-04-25 23:23:15.242552
9830,5568,14,18074,8791,0,2026-02-10 23:23:15.242552
9831,5737,3,3053,823,0,2026-01-29 23:23:15.242552
9832,6355,38,11337,1775,10,2025-10-12 23:23:15.242552
9833,2041,5,10139,6758,90,2025-09-07 23:23:15.242552
9834,4459,38,7744,4494,0,2025-04-23 23:23:15.242552
9835,8408,46,18921,5914,90,2025-12-13 23:23:15.242552
9836,1280,32,19788,11996,0,2025-05-25 23:23:15.242552
9837,3657,33,8289,4774,0,2025-08-08 23:23:15.242552
9838,796,12,17122,13875,20,2025-10-09 23:23:15.242552
9839,5275,41,4250,1059,90,2025-12-09 23:23:15.242552
9840,2618,33,1217,701,90,2025-09-26 23:23:15.242552
9841,9382,9,9034,4716,10,2025-03-07 23:23:15.242552
9842,2955,12,15328,14086,40,2025-09-24 23:23:15.242552
9843,2114,17,12856,3089,0,2025-05-14 23:23:15.242552
9844,3055,33,6983,4896,0,2025-06-04 23:23:15.242552
9845,409,49,5073,1688,0,2025-10-22 23:23:15.242552
9846,7827,15,15708,15290,0,2026-01-08 23:23:15.242552
9847,3259,35,13177,10397,10,2025-09-14 23:23:15.242552
9848,7966,46,11274,3003,40,2025-04-05 23:23:15.242552
9849,1865,30,10046,1123,0,2025-12-03 23:23:15.242552
9850,3302,49,6030,3592,0,2025-09-05 23:23:15.242552
9851,7746,35,18681,16921,0,2026-01-17 23:23:15.242552
9852,8737,13,16499,5144,0,2025-12-14 23:23:15.242552
9853,3343,6,14311,3693,90,2025-09-16 23:23:15.242552
9854,5913,17,18657,15482,90,2025-10-12 23:23:15.242552
9855,3498,23,7355,2020,0,2025-04-14 23:23:15.242552
9856,382,22,13521,12234,10,2025-05-27 23:23:15.242552
9857,9438,9,19301,1242,10,2026-01-27 23:23:15.242552
9858,5938,39,12018,10092,0,2025-06-03 23:23:15.242552
9859,7453,45,8061,6321,90,2026-01-12 23:23:15.242552
9860,262,49,13379,13209,0,2026-02-14 23:23:15.242552
9861,7982,7,18791,18674,0,2026-02-25 23:23:15.242552
9862,8080,49,1519,1315,90,2026-01-15 23:23:15.242552
9863,3666,36,7645,5957,10,2026-01-11 23:23:15.242552
9864,6951,50,13317,3076,40,2025-09-12 23:23:15.242552
9865,6718,33,3988,212,10,2025-10-13 23:23:15.242552
9866,8586,20,15587,709,0,2025-12-31 23:23:15.242552
9867,7941,47,12085,8536,0,2026-01-10 23:23:15.242552
9868,4638,9,13583,3532,10,2025-10-24 23:23:15.242552
9869,9728,5,7279,5352,10,2026-01-24 23:23:15.242552
9870,953,33,6050,2397,10,2025-11-29 23:23:15.242552
9871,207,4,6466,3865,90,2025-03-17 23:23:15.242552
9872,4110,19,11819,47,0,2025-09-15 23:23:15.242552
9873,5332,48,3904,1321,0,2025-06-12 23:23:15.242552
9874,3190,38,13816,1174,0,2025-10-02 23:23:15.242552
9875,2130,18,7730,7451,90,2026-01-02 23:23:15.242552
9876,7542,21,1076,138,0,2025-07-10 23:23:15.242552
9877,440,29,18657,1218,20,2025-06-01 23:23:15.242552
9878,327,5,14774,4588,90,2025-05-14 23:23:15.242552
9879,5958,32,10289,9414,10,2026-01-22 23:23:15.242552
9880,5555,7,6571,1238,0,2025-09-02 23:23:15.242552
9881,9425,21,10518,8341,20,2025-08-22 23:23:15.242552
9882,8368,8,4249,1978,20,2025-10-09 23:23:15.242552
9883,5272,24,2915,952,0,2026-02-20 23:23:15.242552
9884,4877,3,4578,4123,40,2025-07-07 23:23:15.242552
9885,6166,44,18651,6147,0,2025-04-26 23:23:15.242552
9886,8074,2,15212,683,40,2025-09-29 23:23:15.242552
9887,8598,1,8494,4463,0,2025-06-15 23:23:15.242552
9888,9116,34,17907,7244,90,2025-08-09 23:23:15.242552
9889,8493,15,12791,10479,20,2025-12-27 23:23:15.242552
9890,1438,27,17398,12744,0,2026-01-07 23:23:15.242552
9891,7916,9,7992,1668,0,2025-07-02 23:23:15.242552
9892,401,9,17197,14031,0,2025-06-18 23:23:15.242552
9893,1010,50,1720,1708,10,2025-07-23 23:23:15.242552
9894,1218,34,6713,4663,0,2025-09-06 23:23:15.242552
9895,4437,2,14766,10007,0,2025-06-18 23:23:15.242552
9896,8514,42,17117,3156,0,2026-02-18 23:23:15.242552
9897,7168,29,5223,2003,20,2025-04-26 23:23:15.242552
9898,381,14,13455,7287,0,2025-11-06 23:23:15.242552
9899,6899,18,3759,1914,0,2026-01-01 23:23:15.242552
9900,4428,1,16507,12105,0,2025-03-10 23:23:15.242552
9901,3842,35,10857,10459,40,2025-03-14 23:23:15.242552
9902,4996,40,10536,8726,10,2025-07-30 23:23:15.242552
9903,1915,13,5642,3785,0,2026-03-03 23:23:15.242552
9904,6655,35,18353,9961,0,2025-06-10 23:23:15.242552
9905,6872,36,18838,1204,90,2025-06-07 23:23:15.242552
9906,7359,21,4444,331,20,2025-07-18 23:23:15.242552
9907,1026,31,19928,9261,20,2025-09-18 23:23:15.242552
9908,8566,28,3530,2705,90,2025-07-26 23:23:15.242552
9909,6105,8,17533,14486,0,2025-10-13 23:23:15.242552
9910,2047,33,6031,1307,0,2025-10-04 23:23:15.242552
9911,851,9,15219,14574,40,2025-04-17 23:23:15.242552
9912,5611,37,4696,3538,0,2025-04-23 23:23:15.242552
9913,982,22,14382,1559,0,2025-11-10 23:23:15.242552
9914,1716,34,10582,4144,0,2025-03-16 23:23:15.242552
9915,5920,9,7527,5989,20,2026-01-18 23:23:15.242552
9916,2135,34,16153,1196,0,2025-03-23 23:23:15.242552
9917,6888,4,19650,16953,0,2025-08-03 23:23:15.242552
9918,2862,3,7153,1084,90,2025-12-15 23:23:15.242552
9919,4624,9,4804,546,90,2025-04-07 23:23:15.242552
9920,9039,28,18890,2855,20,2026-01-07 23:23:15.242552
9921,388,38,16835,2774,0,2025-05-10 23:23:15.242552
9922,5754,31,10102,8800,40,2025-12-09 23:23:15.242552
9923,6345,12,9660,5420,40,2025-06-06 23:23:15.242552
9924,3421,14,7915,1455,10,2026-01-08 23:23:15.242552
9925,6917,5,5470,2715,0,2025-04-12 23:23:15.242552
9926,1642,41,6501,4084,0,2025-11-26 23:23:15.242552
9927,6136,18,4597,2379,0,2026-02-06 23:23:15.242552
9928,5191,47,17522,5845,40,2025-08-15 23:23:15.242552
9929,4745,29,8006,3092,90,2026-01-01 23:23:15.242552
9930,8827,48,11363,122,20,2025-03-15 23:23:15.242552
9931,5764,18,8726,993,20,2025-05-19 23:23:15.242552
9932,4817,14,4996,3357,0,2026-02-15 23:23:15.242552
9933,6643,41,10751,7419,90,2025-03-29 23:23:15.242552
9934,8866,35,11076,10361,10,2025-11-12 23:23:15.242552
9935,7443,40,13182,9500,90,2025-04-28 23:23:15.242552
9936,3106,23,4763,2064,0,2025-05-11 23:23:15.242552
9937,9483,31,19306,18851,90,2025-10-12 23:23:15.242552
9938,5,27,16570,13749,0,2025-03-10 23:23:15.242552
9939,8733,34,1678,830,0,2025-10-27 23:23:15.242552
9940,6379,10,9793,2579,20,2025-04-10 23:23:15.242552
9941,5100,3,8727,8314,10,2026-02-21 23:23:15.242552
9942,1215,10,13960,10270,0,2025-10-07 23:23:15.242552
9943,8354,31,10945,1674,90,2025-08-13 23:23:15.242552
9944,6939,26,8843,3388,10,2025-03-21 23:23:15.242552
9945,1637,2,14250,278,0,2025-09-11 23:23:15.242552
9946,9271,33,16876,12994,0,2025-05-29 23:23:15.242552
9947,4154,14,9974,1139,20,2025-06-19 23:23:15.242552
9948,9947,15,1525,1037,0,2026-01-09 23:23:15.242552
9949,2349,34,8869,5218,90,2025-04-24 23:23:15.242552
9950,153,9,2037,1641,0,2025-08-28 23:23:15.242552
9951,9778,23,2861,796,20,2025-08-31 23:23:15.242552
9952,6378,32,4696,1567,20,2026-01-18 23:23:15.242552
9953,9400,37,19411,19015,90,2025-12-16 23:23:15.242552
9954,3095,17,5705,2293,20,2026-01-14 23:23:15.242552
9955,1633,41,3438,3104,20,2025-09-08 23:23:15.242552
9956,5056,16,13895,5969,40,2025-06-02 23:23:15.242552
9957,2486,49,12346,7985,0,2025-04-13 23:23:15.242552
9958,9351,40,15766,13619,90,2025-08-11 23:23:15.242552
9959,1949,4,15627,2898,0,2025-12-11 23:23:15.242552
9960,7103,15,19865,17649,40,2026-02-21 23:23:15.242552
9961,6134,26,8212,1811,0,2025-12-16 23:23:15.242552
9962,1164,37,3343,336,0,2025-12-23 23:23:15.242552
9963,9221,5,1779,470,0,2025-12-25 23:23:15.242552
9964,1460,22,6539,749,0,2025-04-08 23:23:15.242552
9965,1480,43,6544,6089,0,2026-03-06 23:23:15.242552
9966,6493,3,3115,259,10,2025-08-15 23:23:15.242552
9967,699,45,1708,1640,0,2025-09-20 23:23:15.242552
9968,797,11,2500,215,0,2025-07-10 23:23:15.242552
9969,6951,32,9327,8307,90,2025-09-11 23:23:15.242552
9970,4209,42,2550,2294,0,2026-03-05 23:23:15.242552
9971,9290,12,2023,1841,0,2025-08-21 23:23:15.242552
9972,8981,18,15597,305,0,2025-07-25 23:23:15.242552
9973,4401,45,6628,87,10,2025-07-19 23:23:15.242552
9974,1503,44,17938,16355,10,2025-08-26 23:23:15.242552
9975,7619,25,10116,427,10,2026-01-05 23:23:15.242552
9976,9182,2,12918,6691,0,2025-03-12 23:23:15.242552
9977,6688,14,10213,4790,90,2025-09-02 23:23:15.242552
9978,4927,6,6261,1101,0,2025-07-30 23:23:15.242552
9979,7194,49,5713,2734,40,2025-07-01 23:23:15.242552
9980,62,44,13436,2003,0,2025-04-20 23:23:15.242552
9981,2222,14,4884,1692,20,2025-12-05 23:23:15.242552
9982,1886,14,4411,930,0,2025-12-30 23:23:15.242552
9983,3860,39,10448,1575,0,2025-06-20 23:23:15.242552
9984,6004,8,8972,4016,20,2025-10-01 23:23:15.242552
9985,5934,47,3031,2639,0,2025-06-09 23:23:15.242552
9986,3103,41,18675,10706,40,2025-08-27 23:23:15.242552
9987,4407,47,7917,3969,20,2026-02-28 23:23:15.242552
9988,4522,25,15062,3635,0,2026-02-16 23:23:15.242552
9989,8291,42,10148,7393,90,2025-11-09 23:23:15.242552
9990,910,5,6364,5270,0,2025-11-23 23:23:15.242552
9991,666,31,12701,5913,10,2025-06-21 23:23:15.242552
9992,159,24,11827,3114,20,2025-07-06 23:23:15.242552
9993,8038,16,10870,3899,90,2025-11-19 23:23:15.242552
9994,9813,48,13195,7351,20,2025-10-20 23:23:15.242552
9995,3871,45,1808,383,10,2025-09-08 23:23:15.242552
9996,5412,12,1452,1103,20,2025-07-07 23:23:15.242552
9997,7921,3,17991,13610,0,2025-04-14 23:23:15.242552
9998,3286,7,7478,2720,0,2026-02-21 23:23:15.242552
9999,8834,27,5983,1668,40,2025-06-18 23:23:15.242552
10000,9519,5,10252,8249,40,2025-12-05 23:23:15.242552
10001,8123,16,6025,4722,90,2025-12-06 23:23:15.242552
10002,3616,25,8689,2853,20,2025-11-03 23:23:15.242552
10003,4595,43,14518,13977,40,2025-03-17 23:23:15.242552
10004,2891,13,12086,1119,0,2025-07-21 23:23:15.242552
10005,930,20,13317,6892,90,2025-08-25 23:23:15.242552
10006,5031,27,15527,9968,0,2025-06-11 23:23:15.242552
10007,5067,50,19226,6808,10,2025-05-25 23:23:15.242552
10008,3044,38,11379,5359,0,2026-01-29 23:23:15.242552
10009,8644,4,18199,3375,0,2025-08-29 23:23:15.242552
10010,8928,25,4745,3525,90,2025-12-06 23:23:15.242552
10011,3199,27,11132,3176,40,2025-03-08 23:23:15.242552
10012,139,10,19903,12414,0,2025-11-17 23:23:15.242552
10013,8754,25,8427,7268,0,2025-03-24 23:23:15.242552
10014,685,28,10973,9218,40,2025-06-11 23:23:15.242552
10015,6662,6,16971,12732,10,2025-08-07 23:23:15.242552
10016,5507,44,1845,545,40,2025-06-14 23:23:15.242552
10017,2960,25,17336,11285,20,2025-05-01 23:23:15.242552
10018,52,5,19405,9957,0,2025-03-30 23:23:15.242552
10019,4587,22,10738,3988,20,2025-08-03 23:23:15.242552
10020,9657,30,14780,5719,0,2025-05-15 23:23:15.242552
10021,1554,46,12151,5710,10,2025-05-16 23:23:15.242552
10022,1781,22,8218,3776,10,2025-05-21 23:23:15.242552
10023,3141,24,14189,11171,0,2025-03-22 23:23:15.242552
10024,5302,37,18954,16527,0,2025-10-06 23:23:15.242552
10025,6390,49,10860,7858,0,2025-05-29 23:23:15.242552
10026,3685,35,6756,4175,40,2025-12-24 23:23:15.242552
10027,8454,27,14256,11492,20,2025-12-05 23:23:15.242552
10028,8306,5,18553,1708,10,2025-10-19 23:23:15.242552
10029,9979,45,14811,1446,20,2025-11-14 23:23:15.242552
10030,528,7,11046,10781,0,2025-12-15 23:23:15.242552
10031,8140,50,7176,4874,10,2025-03-28 23:23:15.242552
10032,2424,15,12692,4116,0,2025-08-29 23:23:15.242552
10033,394,28,9627,5975,40,2025-09-11 23:23:15.242552
10034,984,8,5077,1540,90,2025-10-20 23:23:15.242552
10035,8702,40,9281,5577,10,2026-02-08 23:23:15.242552
10036,4360,39,15157,7295,90,2025-09-21 23:23:15.242552
10037,8609,48,13583,11727,0,2025-12-06 23:23:15.242552
10038,167,32,2445,152,0,2025-07-05 23:23:15.242552
10039,392,29,4797,4716,0,2025-08-08 23:23:15.242552
10040,1609,27,7956,4417,90,2026-01-08 23:23:15.242552
10041,4110,12,1967,1826,10,2025-05-31 23:23:15.242552
10042,2784,16,19034,9535,0,2025-07-09 23:23:15.242552
10043,7470,6,15138,15059,40,2025-05-24 23:23:15.242552
10044,9428,31,1298,668,10,2025-05-06 23:23:15.242552
10045,209,49,10998,1063,0,2025-06-13 23:23:15.242552
10046,7214,42,12403,11618,20,2025-07-17 23:23:15.242552
10047,6402,15,11710,10791,10,2025-06-11 23:23:15.242552
10048,6095,29,14300,3371,0,2025-06-01 23:23:15.242552
10049,3440,18,7802,595,0,2025-04-25 23:23:15.242552
10050,1004,33,15935,10403,20,2025-11-02 23:23:15.242552
10051,8785,3,15898,6761,20,2025-11-23 23:23:15.242552
10052,2457,2,14484,9764,0,2025-12-29 23:23:15.242552
10053,4486,37,9122,6046,20,2025-06-17 23:23:15.242552
10054,5780,1,13336,9027,10,2026-01-28 23:23:15.242552
10055,8986,27,12313,2936,10,2025-08-05 23:23:15.242552
10056,5005,29,4187,1445,10,2025-12-28 23:23:15.242552
10057,9459,48,4183,4088,90,2025-04-25 23:23:15.242552
10058,517,41,7385,4357,20,2025-09-02 23:23:15.242552
10059,2018,48,14551,10366,0,2025-04-01 23:23:15.242552
10060,1756,39,3492,90,0,2026-01-15 23:23:15.242552
10061,1467,38,9952,705,20,2025-08-23 23:23:15.242552
10062,6749,19,13704,6342,10,2026-02-20 23:23:15.242552
10063,1535,1,4811,2498,0,2025-12-16 23:23:15.242552
10064,5911,18,14938,14787,0,2025-05-03 23:23:15.242552
10065,286,5,1804,179,0,2025-05-12 23:23:15.242552
10066,7741,6,17710,4980,0,2025-04-15 23:23:15.242552
10067,8079,8,7613,1554,10,2026-02-21 23:23:15.242552
10068,4778,39,16301,297,20,2026-01-24 23:23:15.242552
10069,7832,10,13754,6215,0,2025-09-15 23:23:15.242552
10070,8130,24,7055,4161,10,2025-03-31 23:23:15.242552
10071,7233,40,1315,503,90,2025-06-06 23:23:15.242552
10072,5992,41,16367,7231,0,2025-03-24 23:23:15.242552
10073,6351,6,12957,11718,40,2025-07-14 23:23:15.242552
10074,8883,28,3273,334,40,2025-03-07 23:23:15.242552
10075,438,7,19384,12695,0,2025-08-27 23:23:15.242552
10076,2074,37,5056,4509,0,2025-04-05 23:23:15.242552
10077,4687,6,16618,2139,10,2025-12-05 23:23:15.242552
10078,5049,50,19094,6160,0,2025-12-02 23:23:15.242552
10079,8578,4,13049,12851,90,2025-05-05 23:23:15.242552
10080,1515,23,9280,2593,20,2025-07-24 23:23:15.242552
10081,8753,3,14351,13322,90,2026-01-16 23:23:15.242552
10082,5541,46,12588,9342,0,2025-08-07 23:23:15.242552
10083,3267,46,1283,458,90,2026-03-02 23:23:15.242552
10084,907,16,5600,779,90,2025-07-03 23:23:15.242552
10085,10,42,2027,934,20,2025-04-24 23:23:15.242552
10086,3416,2,18957,12376,0,2025-11-09 23:23:15.242552
10087,5703,38,13974,4839,40,2025-08-24 23:23:15.242552
10088,538,27,3086,699,0,2025-07-17 23:23:15.242552
10089,3244,28,10278,2309,40,2025-04-19 23:23:15.242552
10090,6293,19,4078,2062,0,2026-01-05 23:23:15.242552
10091,4346,23,9603,2343,0,2025-09-26 23:23:15.242552
10092,9009,39,19728,11978,0,2025-08-30 23:23:15.242552
10093,2939,36,9491,2244,10,2025-04-30 23:23:15.242552
10094,6487,28,14505,2959,0,2025-05-12 23:23:15.242552
10095,9796,28,17333,15359,0,2025-05-29 23:23:15.242552
10096,9669,49,7688,687,90,2025-04-15 23:23:15.242552
10097,2593,33,16307,1465,20,2025-11-21 23:23:15.242552
10098,5936,1,3979,3355,40,2025-10-08 23:23:15.242552
10099,5150,18,1656,79,0,2026-02-15 23:23:15.242552
10100,2723,18,5084,102,40,2025-06-20 23:23:15.242552
10101,1015,9,8885,1580,10,2025-04-18 23:23:15.242552
10102,4890,13,12505,214,90,2025-07-17 23:23:15.242552
10103,8576,19,5589,3320,40,2026-01-05 23:23:15.242552
10104,2116,19,8778,10,40,2025-08-25 23:23:15.242552
10105,9123,45,9455,3412,0,2025-12-12 23:23:15.242552
10106,9091,24,10162,6683,0,2025-03-10 23:23:15.242552
10107,2099,28,14814,5523,40,2025-03-07 23:23:15.242552
10108,4404,50,8761,4871,0,2025-11-25 23:23:15.242552
10109,1955,8,7019,1807,10,2026-01-01 23:23:15.242552
10110,539,25,17581,2147,20,2025-11-16 23:23:15.242552
10111,6987,14,11907,11743,20,2025-04-07 23:23:15.242552
10112,6866,21,17595,15437,20,2025-04-07 23:23:15.242552
10113,7450,48,16616,6563,0,2025-12-02 23:23:15.242552
10114,7290,21,7364,2560,0,2026-01-29 23:23:15.242552
10115,7974,4,15613,1078,40,2025-08-05 23:23:15.242552
10116,2483,49,11866,4104,90,2025-05-12 23:23:15.242552
10117,4811,39,8306,7739,0,2025-07-15 23:23:15.242552
10118,4906,45,4158,2388,0,2026-02-15 23:23:15.242552
10119,5122,24,19007,18436,0,2025-05-19 23:23:15.242552
10120,2922,38,10498,6065,0,2025-12-20 23:23:15.242552
10121,9700,5,18926,10478,0,2025-06-20 23:23:15.242552
10122,6163,37,16716,11866,90,2025-08-05 23:23:15.242552
10123,460,44,15373,13564,20,2025-03-13 23:23:15.242552
10124,9795,24,1014,362,0,2025-05-18 23:23:15.242552
10125,5910,26,7921,3502,40,2025-10-06 23:23:15.242552
10126,7369,48,17256,2382,10,2025-03-14 23:23:15.242552
10127,8438,20,10669,7846,10,2025-05-28 23:23:15.242552
10128,8045,20,13161,10600,40,2026-01-29 23:23:15.242552
10129,1277,14,9838,9509,40,2025-03-19 23:23:15.242552
10130,9978,8,1415,682,0,2025-11-04 23:23:15.242552
10131,6973,16,4940,2371,10,2025-08-16 23:23:15.242552
10132,7411,44,19791,5674,40,2025-04-05 23:23:15.242552
10133,4653,40,2526,1863,10,2026-01-09 23:23:15.242552
10134,9080,18,9968,1749,40,2025-09-22 23:23:15.242552
10135,4277,45,12932,2454,10,2025-11-09 23:23:15.242552
10136,6337,50,9682,3642,0,2025-04-12 23:23:15.242552
10137,5147,34,18965,16038,20,2026-02-16 23:23:15.242552
10138,3057,3,13922,11232,40,2025-09-04 23:23:15.242552
10139,5428,23,14854,9054,20,2025-09-18 23:23:15.242552
10140,1592,37,15714,1227,40,2025-09-25 23:23:15.242552
10141,3060,39,11887,11567,40,2025-07-20 23:23:15.242552
10142,2217,27,19888,7522,0,2025-06-07 23:23:15.242552
10143,222,13,15226,4423,40,2025-06-03 23:23:15.242552
10144,6016,2,9829,9321,40,2025-04-29 23:23:15.242552
10145,4452,16,6875,3116,90,2025-05-16 23:23:15.242552
10146,1244,34,10377,938,20,2025-06-22 23:23:15.242552
10147,5989,7,16852,2899,0,2025-06-07 23:23:15.242552
10148,3376,26,1092,530,20,2026-02-21 23:23:15.242552
10149,8224,18,3240,3090,90,2025-10-25 23:23:15.242552
10150,3912,39,4821,3797,40,2025-10-17 23:23:15.242552
10151,7638,31,11207,8500,20,2025-06-05 23:23:15.242552
10152,9035,42,6300,4170,20,2025-07-30 23:23:15.242552
10153,2847,45,3975,868,40,2025-08-09 23:23:15.242552
10154,9036,24,10724,5934,0,2025-12-03 23:23:15.242552
10155,717,13,9379,6581,0,2025-06-17 23:23:15.242552
10156,9684,35,13659,11535,0,2025-03-19 23:23:15.242552
10157,5486,47,13225,6187,0,2025-04-29 23:23:15.242552
10158,4483,2,3598,124,0,2025-08-25 23:23:15.242552
10159,872,31,4947,2865,0,2025-08-11 23:23:15.242552
10160,2299,27,10687,4127,0,2025-11-30 23:23:15.242552
10161,3069,39,4190,1015,0,2025-07-05 23:23:15.242552
10162,8108,10,5811,4005,40,2025-05-05 23:23:15.242552
10163,9926,40,5355,833,0,2025-08-24 23:23:15.242552
10164,8065,28,17834,13862,20,2025-12-22 23:23:15.242552
10165,2607,28,2422,1010,0,2025-08-02 23:23:15.242552
10166,4665,5,16511,1729,90,2025-03-15 23:23:15.242552
10167,6310,37,14496,13006,0,2025-06-10 23:23:15.242552
10168,6807,34,4840,2848,40,2025-10-02 23:23:15.242552
10169,1657,24,13154,1543,0,2025-09-20 23:23:15.242552
10170,7130,14,5384,1740,10,2025-05-03 23:23:15.242552
10171,4062,34,12706,4585,40,2025-07-22 23:23:15.242552
10172,1470,1,3762,3471,0,2025-10-14 23:23:15.242552
10173,6694,48,9806,927,10,2025-06-22 23:23:15.242552
10174,7934,8,4357,4074,0,2026-03-03 23:23:15.242552
10175,815,30,3947,72,20,2025-04-09 23:23:15.242552
10176,6308,48,14138,7724,0,2025-03-08 23:23:15.242552
10177,8222,49,8488,5367,0,2025-03-08 23:23:15.242552
10178,8106,11,8084,5232,10,2025-12-29 23:23:15.242552
10179,7318,50,6260,595,0,2025-07-28 23:23:15.242552
10180,94,11,4978,3547,20,2025-10-31 23:23:15.242552
10181,9386,30,10626,3429,0,2025-06-04 23:23:15.242552
10182,3995,14,1511,944,0,2025-09-15 23:23:15.242552
10183,5109,42,17375,3995,90,2025-11-23 23:23:15.242552
10184,9404,23,6345,3256,0,2025-10-30 23:23:15.242552
10185,3442,24,13565,4923,10,2025-05-31 23:23:15.242552
10186,5144,40,15151,2486,0,2025-11-17 23:23:15.242552
10187,6938,36,7573,7374,40,2025-11-11 23:23:15.242552
10188,6109,41,8444,1996,40,2025-06-05 23:23:15.242552
10189,8590,45,15105,12817,20,2025-10-24 23:23:15.242552
10190,3497,50,9406,8863,10,2026-01-17 23:23:15.242552
10191,1288,7,18084,6233,90,2025-09-16 23:23:15.242552
10192,6162,32,5055,2713,40,2025-04-08 23:23:15.242552
10193,778,22,12109,2584,0,2026-03-04 23:23:15.242552
10194,5114,16,18384,8653,10,2025-12-22 23:23:15.242552
10195,247,35,1314,604,40,2026-01-29 23:23:15.242552
10196,7455,36,6420,3499,0,2025-04-11 23:23:15.242552
10197,9138,40,13623,4363,0,2025-06-12 23:23:15.242552
10198,5682,2,2927,2551,90,2025-08-07 23:23:15.242552
10199,5699,25,8648,1629,20,2025-07-24 23:23:15.242552
10200,2119,40,19516,1705,40,2025-08-03 23:23:15.242552
10201,5375,6,8207,389,10,2025-03-27 23:23:15.242552
10202,2181,11,10899,8598,10,2026-02-20 23:23:15.242552
10203,2107,44,19336,17726,40,2025-12-23 23:23:15.242552
10204,2836,13,6224,773,90,2025-11-17 23:23:15.242552
10205,88,28,19931,12115,40,2025-06-16 23:23:15.242552
10206,10,43,4862,3515,0,2025-11-19 23:23:15.242552
10207,2297,22,10939,6703,0,2025-09-27 23:23:15.242552
10208,9888,34,1896,1586,40,2025-06-16 23:23:15.242552
10209,3587,50,19754,4219,10,2025-10-22 23:23:15.242552
10210,5209,16,13409,4796,10,2025-08-14 23:23:15.242552
10211,5156,21,11273,1379,90,2025-06-28 23:23:15.242552
10212,1847,32,4166,3348,10,2025-07-07 23:23:15.242552
10213,6452,13,11494,10366,90,2025-09-06 23:23:15.242552
10214,7122,14,2994,5,90,2026-03-01 23:23:15.242552
10215,9125,48,18592,4921,0,2025-08-19 23:23:15.242552
10216,8768,42,17127,14568,90,2025-08-21 23:23:15.242552
10217,2559,15,12590,8676,10,2025-05-07 23:23:15.242552
10218,6742,36,4096,730,90,2025-04-16 23:23:15.242552
10219,6459,44,18075,16693,0,2025-09-12 23:23:15.242552
10220,6788,18,12061,6794,40,2026-01-18 23:23:15.242552
10221,6989,41,11786,10085,40,2025-08-02 23:23:15.242552
10222,9877,32,12381,10272,0,2025-11-07 23:23:15.242552
10223,4215,24,18255,8566,40,2026-01-22 23:23:15.242552
10224,8704,19,11108,8066,10,2026-01-29 23:23:15.242552
10225,1486,13,6605,111,40,2025-11-20 23:23:15.242552
